,oTime,End,file_name,oF2,Start,oF1,Dur,gilbert_number,oF3_mean,NumberPoles,Unnamed: 0,iver_number,post_sound,transcription,speaker_number,oF1_mean,id,location,Vowel,target_form,gTime,oF2_mean,oPitch,gPitch,oF3_oF1_coords,Notes,File/Spkr,input_form,variable,MaxFormants,oF3,dob,gender,pre_sound,gF1,gF2,gF3,oF2_oF1_coords
75,[nan],[nan],['/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-75-2-1-a.wav'],[nan],[nan],[nan],[nan],[1],,[nan],[79],[1],['\xca\x81'],['di\xcb\x90 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99'],75,,['1-75-2-1-a.wav'],new braunfels,[nan],['die haarbuerste'],[nan],,[nan],[nan],"(nan, nan)",[nan],[nan],['a hairbrush '],['\xca\x8f'],[nan],[nan],1931,f,['b'],[nan],[nan],[nan],"(nan, nan)"
77,[nan],[nan],['/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/6-77-2-111-a.wav'],[nan],[nan],[nan],[nan],[111],,[nan],[74],[6],['\xca\x81'],['a\xc9\xaa\xcc\xafn \xcb\x88\xc9\xa1ly\xcb\x90\xcb\x8cv\xca\x8f\xca\x81m\xc3\xa7\xc9\x99n'],77,,['6-77-2-111-a.wav'],new braunfels,[nan],['ein gluehwuermchen'],[nan],,[nan],[nan],"(nan, nan)",[nan],[nan],['a lightning bug (Lampyridae) '],['\xca\x8f'],[nan],[nan],1928,f,['v'],[nan],[nan],[nan],"(nan, nan)"
78,[nan],[nan],['/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/san antonio/gilbert/6-78-2-111-a.wav'],[nan],[nan],[nan],[nan],[111],,[nan],[82],[6],['\xca\x81'],['a\xc9\xaa\xcc\xafn \xcb\x88\xc9\xa1ly\xcb\x90\xcb\x8cv\xca\x8f\xca\x81m\xc3\xa7\xc9\x99n'],78,,['6-78-2-111-a.wav'],san antonio,[nan],['ein gluehwuermchen'],[nan],,[nan],[nan],"(nan, nan)",[nan],[nan],['a lightning bug (Lampyridae) '],['\xca\x8f'],[nan],[nan],1923,m,['v'],[nan],[nan],[nan],"(nan, nan)"
79,[nan],[nan],['/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/6-79-2-111-a.wav'],[nan],[nan],[nan],[nan],[111],,[nan],[75],[6],['\xca\x81'],['a\xc9\xaa\xcc\xafn \xcb\x88\xc9\xa1ly\xcb\x90\xcb\x8cv\xca\x8f\xca\x81m\xc3\xa7\xc9\x99n'],79,,['6-79-2-111-a.wav'],new braunfels,[nan],['ein gluehwuermchen'],[nan],,[nan],[nan],"(nan, nan)",[nan],[nan],['a lightning bug (Lampyridae) '],['\xca\x8f'],[nan],[nan],1930,m,['v'],[nan],[nan],[nan],"(nan, nan)"
80,"[0.442, nan, nan, nan]","[0.442, nan, nan, nan]","['/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-80-2-1-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-80-2-111-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-80-2-125-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-80-2-125-a.wav']","[2060.8200000000002, nan, nan, nan]","[0.442, nan, nan, nan]","[500.06, nan, nan, nan]","[0.0, nan, nan, nan]","[1, 111, 125, 125]",2860.16,"[10.0, nan, nan, nan]","[80, 62, 48, 48]","[1, 1, 1, 1]","['\xca\x81', '\xca\x81', '\xca\x81', '\xca\x81']","['di\xcb\x90 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99', 'a\xc9\xaa\xcc\xafn \xcb\x88\xc9\xa1ly\xcb\x90\xcb\x8cv\xca\x8f\xca\x81m\xc3\xa7\xc9\x99n', 'a\xc9\xaa\xcc\xafn \xcb\x88k\xca\x8f\xca\x81b\xc9\xaas', 'a\xc9\xaa\xcc\xafn \xcb\x88k\xca\x8f\xca\x81b\xc9\xaas']",80,500.06,"['1-80-2-1-a.wav', '1-80-2-111-a.wav', '1-80-2-125-a.wav', '1-80-2-125-a.wav']",new braunfels,"['\xca\x8f', nan, nan, nan]","['die haarbuerste', 'ein gluehwuermchen', 'ein kuerbis', 'ein kuerbis']","[0.442, nan, nan, nan]",2060.82,"['161.79', nan, nan, nan]","['161.79', nan, nan, nan]","(2860.1599999999999, 500.06)","[nan, nan, nan, nan]","['1-80-2-1-a', nan, nan, nan]","['a hairbrush ', 'a lightning bug (Lampyridae) ', 'a pumpkin (the fruit of Cucurbita pepo) ', 'a pumpkin (the fruit of Cucurbita pepo) ']","['\xca\x8f', '\xca\x8f', '\xca\x8f', '\xca\x8f']","['5500 Hz', nan, nan, nan]","[2860.1599999999999, nan, nan, nan]",1917,f,"['b', 'v', 'k', 'k']","[500.06, nan, nan, nan]","[2060.8200000000002, nan, nan, nan]","[2860.1599999999999, nan, nan, nan]","(2060.8200000000002, 500.06)"
82,[nan],[nan],['/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/9-82-2-1-a.wav'],[nan],[nan],[nan],[nan],[1],,[nan],[96],[9],['\xca\x81'],['di\xcb\x90 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99'],82,,['9-82-2-1-a.wav'],new braunfels,[nan],['die haarbuerste'],[nan],,[nan],[nan],"(nan, nan)",[nan],[nan],['a hairbrush '],['\xca\x8f'],[nan],[nan],1932,f,['b'],[nan],[nan],[nan],"(nan, nan)"
83,"[nan, nan]","[nan, nan]","['/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/bulverde/gilbert/9-83-2-125-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/bulverde/gilbert/9-83-2-125-a.wav']","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[125, 125]",,"[nan, nan]","[2, 2]","[9, 9]","['\xca\x81', '\xca\x81']","['a\xc9\xaa\xcc\xafn \xcb\x88k\xca\x8f\xca\x81b\xc9\xaas', 'a\xc9\xaa\xcc\xafn \xcb\x88k\xca\x8f\xca\x81b\xc9\xaas']",83,,"['9-83-2-125-a.wav', '9-83-2-125-a.wav']",bulverde,"[nan, nan]","['ein kuerbis', 'ein kuerbis']","[nan, nan]",,"[nan, nan]","[nan, nan]","(nan, nan)","[nan, nan]","[nan, nan]","['a pumpkin (the fruit of Cucurbita pepo) ', 'a pumpkin (the fruit of Cucurbita pepo) ']","['\xca\x8f', '\xca\x8f']","[nan, nan]","[nan, nan]",1928,f,"['k', 'k']","[nan, nan]","[nan, nan]","[nan, nan]","(nan, nan)"
84,[nan],[nan],['/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/3-84-2-111-a.wav'],[nan],[nan],[nan],[nan],[111],,[nan],[73],[3],['\xca\x81'],['a\xc9\xaa\xcc\xafn \xcb\x88\xc9\xa1ly\xcb\x90\xcb\x8cv\xca\x8f\xca\x81m\xc3\xa7\xc9\x99n'],84,,['3-84-2-111-a.wav'],new braunfels,[nan],['ein gluehwuermchen'],[nan],,[nan],[nan],"(nan, nan)",[nan],[nan],['a lightning bug (Lampyridae) '],['\xca\x8f'],[nan],[nan],1925,f,['v'],[nan],[nan],[nan],"(nan, nan)"
88,"[0.315, nan, nan]","[0.36599999999999999, nan, nan]","['/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-88-2-1-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-88-2-16-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-88-2-21-a.wav']","[2014.1800000000001, nan, nan]","[0.28999999999999998, nan, nan]","[375.01999999999998, nan, nan]","[0.075999999999999998, nan, nan]","[1, 16, 21]",2478.84,"[10.0, nan, nan]","[81, 37, 33]","[1, 1, 1]","['\xca\x81', '\xca\x81', '\xca\x81']","['di\xcb\x90 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99', '\xcb\x88a\xc9\xaa\xcc\xafn\xc9\x99 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99', '\xcb\x88a\xc9\xaa\xcc\xafn\xc9\x99 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99']",88,375.02,"['1-88-2-1-a.wav', '1-88-2-16-a.wav', '1-88-2-21-a.wav']",new braunfels,"['\xca\x8f', nan, nan]","['die haarbuerste', 'eine haarbuerste', 'eine haarbuerste']","[0.34100000000000003, nan, nan]",2014.18,"['126.07', nan, nan]","['127.08', nan, nan]","(2478.8400000000001, 375.01999999999998)","[nan, nan, nan]","['1-88-2-1-a', nan, nan]","['a hairbrush ', 'a hairbrush ', 'a hairbrush ']","['\xca\x8f', '\xca\x8f', '\xca\x8f']","['5500 Hz', nan, nan]","[2478.8400000000001, nan, nan]",1921,m,"['b', 'b', 'b']","[388.17000000000002, nan, nan]","[1853.1700000000001, nan, nan]","[2462.7600000000002, nan, nan]","(2014.1800000000001, 375.01999999999998)"
96,"[0.68200000000000005, nan, nan, nan]","[0.7390000000000001, nan, nan, nan]","['/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/floresville/gilbert/3-96-2-1-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/floresville/gilbert/3-96-2-111-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/floresville/gilbert/3-96-2-125-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/floresville/gilbert/3-96-2-125-a.wav']","[1720.2, nan, nan, nan]","[0.65400000000000003, nan, nan, nan]","[485.80000000000001, nan, nan, nan]","[0.085000000000000006, nan, nan, nan]","[1, 111, 125, 125]",2126.95,"[10.0, nan, nan, nan]","[26, 17, 17, 17]","[3, 3, 3, 3]","['\xca\x81', '\xca\x81', '\xca\x81', '\xca\x81']","['di\xcb\x90 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99', 'a\xc9\xaa\xcc\xafn \xcb\x88\xc9\xa1ly\xcb\x90\xcb\x8cv\xca\x8f\xca\x81m\xc3\xa7\xc9\x99n', 'a\xc9\xaa\xcc\xafn \xcb\x88k\xca\x8f\xca\x81b\xc9\xaas', 'a\xc9\xaa\xcc\xafn \xcb\x88k\xca\x8f\xca\x81b\xc9\xaas']",96,485.8,"['3-96-2-1-a.wav', '3-96-2-111-a.wav', '3-96-2-125-a.wav', '3-96-2-125-a.wav']",floresville,"['\xca\x8f', nan, nan, nan]","['die haarbuerste', 'ein gluehwuermchen', 'ein kuerbis', 'ein kuerbis']","[0.71099999999999997, nan, nan, nan]",1720.2,"['141.96', nan, nan, nan]","['139.61', nan, nan, nan]","(2126.9499999999998, 485.80000000000001)","[nan, nan, nan, nan]","['3-96-2-1-a', nan, nan, nan]","['a hairbrush ', 'a lightning bug (Lampyridae) ', 'a pumpkin (the fruit of Cucurbita pepo) ', 'a pumpkin (the fruit of Cucurbita pepo) ']","['\xca\x8f', '\xca\x8f', '\xca\x8f', '\xca\x8f']","['5500 Hz', nan, nan, nan]","[2126.9499999999998, nan, nan, nan]",1923,m,"['b', 'v', 'k', 'k']","[527.85000000000002, nan, nan, nan]","[1723.23, nan, nan, nan]","[2038.3099999999999, nan, nan, nan]","(1720.2, 485.80000000000001)"
97,"[nan, nan, nan]","[nan, nan, nan]","['/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/san antonio/gilbert/3-97-2-111-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/san antonio/gilbert/3-97-2-125-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/san antonio/gilbert/3-97-2-125-a.wav']","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[111, 125, 125]",,"[nan, nan, nan]","[81, 62, 62]","[3, 3, 3]","['\xca\x81', '\xca\x81', '\xca\x81']","['a\xc9\xaa\xcc\xafn \xcb\x88\xc9\xa1ly\xcb\x90\xcb\x8cv\xca\x8f\xca\x81m\xc3\xa7\xc9\x99n', 'a\xc9\xaa\xcc\xafn \xcb\x88k\xca\x8f\xca\x81b\xc9\xaas', 'a\xc9\xaa\xcc\xafn \xcb\x88k\xca\x8f\xca\x81b\xc9\xaas']",97,,"['3-97-2-111-a.wav', '3-97-2-125-a.wav', '3-97-2-125-a.wav']",san antonio,"[nan, nan, nan]","['ein gluehwuermchen', 'ein kuerbis', 'ein kuerbis']","[nan, nan, nan]",,"[nan, nan, nan]","[nan, nan, nan]","(nan, nan)","[nan, nan, nan]","[nan, nan, nan]","['a lightning bug (Lampyridae) ', 'a pumpkin (the fruit of Cucurbita pepo) ', 'a pumpkin (the fruit of Cucurbita pepo) ']","['\xca\x8f', '\xca\x8f', '\xca\x8f']","[nan, nan, nan]","[nan, nan, nan]",1921,m,"['v', 'k', 'k']","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","(nan, nan)"
98,"[0.377, 0.371, nan]","[0.40200000000000002, 0.41499999999999998, nan]","['/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/floresville/gilbert/3-98-2-1-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/floresville/gilbert/3-98-2-16-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/floresville/gilbert/3-98-2-21-a.wav']","[1646.9300000000001, 1638.49, nan]","[0.36399999999999999, 0.34999999999999998, nan]","[573.84000000000003, 570.59000000000003, nan]","[0.037999999999999999, 0.065000000000000002, nan]","[1, 16, 21]",2796.83,"[10.0, 10.0, nan]","[27, 13, 14]","[3, 3, 3]","['\xca\x81', '\xca\x81', '\xca\x81']","['di\xcb\x90 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99', '\xcb\x88a\xc9\xaa\xcc\xafn\xc9\x99 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99', '\xcb\x88a\xc9\xaa\xcc\xafn\xc9\x99 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99']",98,572.215,"['3-98-2-1-a.wav', '3-98-2-16-a.wav', '3-98-2-21-a.wav']",floresville,"['\xca\x8f', '\xca\x8f', nan]","['die haarbuerste', 'eine haarbuerste', 'eine haarbuerste']","[0.39000000000000001, 0.39299999999999996, nan]",1642.71,"['207.45', '206.66', nan]","['208.76', '208.76', nan]","(2796.8299999999999, 572.21500000000003)","[nan, '\n14,1943,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/floresville/gilbert/51-283-3-16-a.wav,f,16,51-283-3-16-a.wav,a hairbrush ,51,floresville,\xca\x81,b,283,eine haarbuerste,\xcb\x88a\xc9\xaa\xcc\xafn\xc9\x99 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99,\xca\x8f,51-283-3-16-a,\xca\x8f,0.426,0.553,0.127,0.468,153.88,449.80,1630.14,2663.90,0.511,154.68,433.99,1627.53,2701.12,5500 Hz,10,', nan]","['3-98-2-1-a', '3-98-2-16-a', nan]","['a hairbrush ', 'a hairbrush ', 'a hairbrush ']","['\xca\x8f', '\xca\x8f', '\xca\x8f']","['5500 Hz', '5500 Hz', nan]","[2817.5700000000002, 2776.0900000000001, nan]",1943,f,"['b', 'b', 'b']","[569.57000000000005, 567.23000000000002, nan]","[1675.6099999999999, 1676.2, nan]","[2903.8400000000001, 2914.77, nan]","(1642.71, 572.21500000000003)"
107,"[0.41399999999999998, nan, nan, nan, 0.45500000000000002, 0.65300000000000002]","[0.46000000000000002, nan, nan, nan, 0.51100000000000001, 0.70400000000000007]","['/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/10-107-2-1-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/10-107-2-16-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/10-107-2-21-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/10-107-2-111-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/10-107-2-125-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/10-107-2-125-a.wav']","[2212.6199999999999, nan, nan, nan, 1646.27, 1577.8599999999999]","[0.39200000000000002, nan, nan, nan, 0.42700000000000005, 0.627]","[363.02999999999997, nan, nan, nan, 484.75, 480.14999999999998]","[0.068000000000000005, nan, nan, nan, 0.083000000000000004, 0.078]","[1, 16, 21, 111, 125, 125]",2508.41333333,"[10.0, nan, nan, nan, 10.0, 10.0]","[82, 38, 34, 63, 49, 49]","[10, 10, 10, 10, 10, 10]","['\xca\x81', '\xca\x81', '\xca\x81', '\xca\x81', '\xca\x81', '\xca\x81']","['di\xcb\x90 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99', '\xcb\x88a\xc9\xaa\xcc\xafn\xc9\x99 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99', '\xcb\x88a\xc9\xaa\xcc\xafn\xc9\x99 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99', 'a\xc9\xaa\xcc\xafn \xcb\x88\xc9\xa1ly\xcb\x90\xcb\x8cv\xca\x8f\xca\x81m\xc3\xa7\xc9\x99n', 'a\xc9\xaa\xcc\xafn \xcb\x88k\xca\x8f\xca\x81b\xc9\xaas', 'a\xc9\xaa\xcc\xafn \xcb\x88k\xca\x8f\xca\x81b\xc9\xaas']",107,442.643333333,"['10-107-2-1-a.wav', '10-107-2-16-a.wav', '10-107-2-21-a.wav', '10-107-2-111-a.wav', '10-107-2-125-a.wav', '10-107-2-125-a.wav']",new braunfels,"['\xca\x8f', nan, nan, nan, '\xca\x8f', '\xc9\xaa']","['die haarbuerste', 'eine haarbuerste', 'eine haarbuerste', 'ein gluehwuermchen', 'ein kuerbis', 'ein kuerbis']","[0.43700000000000006, nan, nan, nan, 0.48299999999999998, 0.67900000000000005]",1812.25,"['160.71', nan, nan, nan, '206.16', '--undefined--']","['159.48', nan, nan, nan, '195.19', '101.16']","(2508.4133333333334, 442.64333333333326)","[nan, nan, nan, nan, '\n10-107-2-125-a', nan]","['10-107-2-1-a', nan, nan, nan, '10-107-2-125-a', '10-107-2-125-a']","['a hairbrush ', 'a hairbrush ', 'a hairbrush ', 'a lightning bug (Lampyridae) ', 'a pumpkin (the fruit of Cucurbita pepo) ', 'a pumpkin (the fruit of Cucurbita pepo) ']","['\xca\x8f', '\xca\x8f', '\xca\x8f', '\xca\x8f', '\xca\x8f', '\xca\x8f']","['5500 Hz', nan, nan, nan, '5500 Hz', '5500 Hz']","[2965.1300000000001, nan, nan, nan, 1991.49, 2568.6199999999999]",0,f,"['b', 'b', 'b', 'v', 'k', 'k']","[390.76999999999998, nan, nan, nan, 584.39999999999998, 455.48000000000002]","[2170.5599999999999, nan, nan, nan, 1551.95, 1634.3499999999999]","[2812.5300000000002, nan, nan, nan, 1924.8699999999999, 2629.48]","(1812.25, 442.64333333333326)"
108,"[nan, nan, nan]","[nan, nan, nan]","['/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/11-108-2-111-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/11-108-2-125-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/11-108-2-125-a.wav']","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[111, 125, 125]",,"[nan, nan, nan]","[70, 56, 56]","[11, 11, 11]","['\xca\x81', '\xca\x81', '\xca\x81']","['a\xc9\xaa\xcc\xafn \xcb\x88\xc9\xa1ly\xcb\x90\xcb\x8cv\xca\x8f\xca\x81m\xc3\xa7\xc9\x99n', 'a\xc9\xaa\xcc\xafn \xcb\x88k\xca\x8f\xca\x81b\xc9\xaas', 'a\xc9\xaa\xcc\xafn \xcb\x88k\xca\x8f\xca\x81b\xc9\xaas']",108,,"['11-108-2-111-a.wav', '11-108-2-125-a.wav', '11-108-2-125-a.wav']",new braunfels,"[nan, nan, nan]","['ein gluehwuermchen', 'ein kuerbis', 'ein kuerbis']","[nan, nan, nan]",,"[nan, nan, nan]","[nan, nan, nan]","(nan, nan)","[nan, nan, nan]","[nan, nan, nan]","['a lightning bug (Lampyridae) ', 'a pumpkin (the fruit of Cucurbita pepo) ', 'a pumpkin (the fruit of Cucurbita pepo) ']","['\xca\x8f', '\xca\x8f', '\xca\x8f']","[nan, nan, nan]","[nan, nan, nan]",1929,m,"['v', 'k', 'k']","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","(nan, nan)"
110,"[0.317, nan, nan, nan, nan, nan]","[0.379, nan, nan, nan, nan, nan]","['/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/10-110-2-1-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/10-110-2-16-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/10-110-2-21-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/10-110-2-111-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/10-110-2-125-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/10-110-2-125-a.wav']","[1649.76, nan, nan, nan, nan, nan]","[0.28600000000000003, nan, nan, nan, nan, nan]","[432.93000000000001, nan, nan, nan, nan, nan]","[0.093000000000000013, nan, nan, nan, nan, nan]","[1, 16, 21, 111, 125, 125]",2572.93,"[10.0, nan, nan, nan, nan, nan]","[83, 39, 35, 64, 50, 50]","[10, 10, 10, 10, 10, 10]","['\xca\x81', '\xca\x81', '\xca\x81', '\xca\x81', '\xca\x81', '\xca\x81']","['di\xcb\x90 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99', '\xcb\x88a\xc9\xaa\xcc\xafn\xc9\x99 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99', '\xcb\x88a\xc9\xaa\xcc\xafn\xc9\x99 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99', 'a\xc9\xaa\xcc\xafn \xcb\x88\xc9\xa1ly\xcb\x90\xcb\x8cv\xca\x8f\xca\x81m\xc3\xa7\xc9\x99n', 'a\xc9\xaa\xcc\xafn \xcb\x88k\xca\x8f\xca\x81b\xc9\xaas', 'a\xc9\xaa\xcc\xafn \xcb\x88k\xca\x8f\xca\x81b\xc9\xaas']",110,432.93,"['10-110-2-1-a.wav', '10-110-2-16-a.wav', '10-110-2-21-a.wav', '10-110-2-111-a.wav', '10-110-2-125-a.wav', '10-110-2-125-a.wav']",new braunfels,"['\xca\x8f', nan, nan, nan, nan, nan]","['die haarbuerste', 'eine haarbuerste', 'eine haarbuerste', 'ein gluehwuermchen', 'ein kuerbis', 'ein kuerbis']","[0.34799999999999998, nan, nan, nan, nan, nan]",1649.76,"['432.87', nan, nan, nan, nan, nan]","['463.88', nan, nan, nan, nan, nan]","(2572.9299999999998, 432.93000000000001)","[nan, nan, nan, nan, nan, nan]","['10-110-2-1-a', nan, nan, nan, nan, nan]","['a hairbrush ', 'a hairbrush ', 'a hairbrush ', 'a lightning bug (Lampyridae) ', 'a pumpkin (the fruit of Cucurbita pepo) ', 'a pumpkin (the fruit of Cucurbita pepo) ']","['\xca\x8f', '\xca\x8f', '\xca\x8f', '\xca\x8f', '\xca\x8f', '\xca\x8f']","['5500 Hz', nan, nan, nan, nan, nan]","[2572.9299999999998, nan, nan, nan, nan, nan]",1927,f,"['b', 'b', 'b', 'v', 'k', 'k']","[464.98000000000002, nan, nan, nan, nan, nan]","[1397.4300000000001, nan, nan, nan, nan, nan]","[2592.1900000000001, nan, nan, nan, nan, nan]","(1649.76, 432.93000000000001)"
